First Name,Last Name,Position,Season Type,From,To,G,GS,MIN,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,,G,GS,MIN,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS
Austin,Rivers,G,Regular Season,(2012-13),(2019-20),552,149,"13,517","1,873","4,485",42%,612,"1,757",35%,695,"1,079",64%,190,973,"1,163","1,267",386,100,619,"1,214","5,053",,---,---,24.49,3.39,8.13,42%,1.11,3.18,35%,1.26,1.95,64%,0.34,1.76,2.11,2.30,0.70,0.18,1.12,2.20,9.15
Doc,Rivers,G,Regular Season,(1983-84),(1995-96),864,605,"23,567","3,295","7,416",44%,361,"1,101",33%,"2,426","3,093",78%,634,"1,991","2,625","4,889","1,563",351,"1,651","2,660","9,377",,---,---,27.28,3.81,8.58,44%,0.42,1.27,33%,2.81,3.58,78%,0.73,2.30,3.04,5.66,1.81,0.41,1.91,3.08,10.85
David,Rivers,G,Regular Season,(1988-89),(1991-92),114,11,"1,286",139,349,40%,1,12,8%,104,131,79%,53,94,147,282,61,10,166,117,383,,---,---,11.28,1.22,3.06,40%,0.01,0.11,8%,0.91,1.15,79%,0.46,0.82,1.29,2.47,0.54,0.09,1.46,1.03,3.36
Lee,Robbins,F,Regular Season,(1947-48),(1948-49),47,---,---,81,285,28%,---,---,---,62,110,56%,---,---,---,19,---,---,---,117,224,,---,---,---,1.72,6.06,28%,---,---,---,1.32,2.34,56%,---,---,---,0.40,---,---,---,2.49,4.77
Andre,Roberson,F,Regular Season,(2013-14),(2019-20),302,269,"6,738",571,"1,196",48%,111,434,26%,123,263,47%,355,859,"1,214",261,265,198,183,654,"1,376",,---,---,22.31,1.89,3.96,48%,0.37,1.44,26%,0.41,0.87,47%,1.18,2.84,4.02,0.86,0.88,0.66,0.61,2.17,4.56
Anthony,Roberson,G,Regular Season,(2005-06),(2008-09),65,1,591,102,255,40%,52,146,36%,9,10,90%,8,41,49,35,23,1,24,51,265,,---,---,9.09,1.57,3.92,40%,0.80,2.25,36%,0.14,0.15,90%,0.12,0.63,0.75,0.54,0.35,0.02,0.37,0.78,4.08
Terrance,Roberson,F,Regular Season,(2000-01),(2000-01),3,0,13,0,2,0%,0,1,0%,0,0,,0,1,1,1,0,0,2,3,0,,---,---,4.33,0.00,0.67,0%,0.00,0.33,0%,0.00,0.00,,0.00,0.33,0.33,0.33,0.00,0.00,0.67,1.00,0.00
Rick,Roberson,C-F,Regular Season,(1969-70),(1975-76),423,,"10,356","1,483","3,369",44%,---,---,---,860,"1,470",59%,364,688,"3,522",591,90,80,---,"1,308","3,826",,---,---,24.48,3.51,7.96,44%,---,---,---,2.03,3.48,59%,0.86,1.63,8.33,1.40,0.21,0.19,---,3.09,9.04
Brian,Roberts,G,Regular Season,(2012-13),(2016-17),314,59,"5,207",753,"1,831",41%,217,610,36%,336,370,91%,58,365,423,721,132,19,272,368,"2,059",,---,---,16.58,2.40,5.83,41%,0.69,1.94,36%,1.07,1.18,91%,0.18,1.16,1.35,2.30,0.42,0.06,0.87,1.17,6.56
Lawrence,Roberts,F,Regular Season,(2005-06),(2006-07),87,18,"1,150",114,252,45%,0,4,0%,106,154,69%,127,183,310,35,44,15,41,163,334,,---,---,13.22,1.31,2.90,45%,0.00,0.05,0%,1.22,1.77,69%,1.46,2.10,3.56,0.40,0.51,0.17,0.47,1.87,3.84
Stanley,Roberts,C,Regular Season,(1991-92),(1999-00),300,178,"5,869","1,059","2,124",50%,0,2,0%,437,850,51%,506,"1,043","1,549",189,110,385,370,"1,060","2,555",,---,---,19.56,3.53,7.08,50%,0.00,0.01,0%,1.46,2.83,51%,1.69,3.48,5.16,0.63,0.37,1.28,1.23,3.53,8.52
Fred,Roberts,F-C,Regular Season,(1983-84),(1996-97),818,253,"14,703","2,257","4,496",50%,51,157,32%,"1,397","1,754",80%,834,"1,474","2,308",977,412,253,969,"1,572","5,962",,---,---,17.97,2.76,5.50,50%,0.06,0.19,32%,1.71,2.14,80%,1.02,1.80,2.82,1.19,0.50,0.31,1.18,1.92,7.29
Anthony,Roberts,F-G,Regular Season,(1977-78),(1983-84),213,0,"3,867",679,"1,650",41%,0,1,0%,300,429,70%,333,504,837,265,89,13,256,501,"1,658",,---,---,18.15,3.19,7.75,41%,0.00,0.00,0%,1.41,2.01,70%,1.56,2.37,3.93,1.24,0.42,0.06,1.20,2.35,7.78
Marv,Roberts,F-C,Regular Season,(1976-77),(1976-77),28,,209,27,76,36%,---,---,---,4,6,67%,9,16,25,19,4,2,---,34,58,,---,---,7.46,0.96,2.71,36%,---,---,---,0.14,0.21,67%,0.32,0.57,0.89,0.68,0.14,0.07,---,1.21,2.07
Joe,Roberts,F,Regular Season,(1960-61),(1962-63),181,---,"2,908",446,"1,166",38%,---,---,---,226,349,65%,---,---,936,109,---,---,---,421,"1,118",,---,---,16.07,2.46,6.44,38%,---,---,---,1.25,1.93,65%,---,---,5.17,0.60,---,---,---,2.33,6.18
Bill,Roberts,C,Regular Season,(1948-49),(1949-50),117,---,---,166,489,34%,---,---,---,72,102,71%,---,---,---,65,---,---,---,203,404,,---,---,---,1.42,4.18,34%,---,---,---,0.62,0.87,71%,---,---,---,0.56,---,---,---,1.74,3.45
Ryan,Robertson,G,Regular Season,(1999-00),(1999-00),1,0,25,2,6,33%,0,2,0%,1,1,100%,0,0,0,0,0,0,0,0,5,,---,---,25.00,2.00,6.00,33%,0.00,2.00,0%,1.00,1.00,100%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
Alvin,Robertson,G,Regular Season,(1984-85),(1995-96),779,680,"24,669","4,412","9,245",48%,236,800,30%,"1,822","2,451",74%,"1,621","2,445","4,066","3,929","2,112",323,"2,116","2,638","10,882",,---,---,31.67,5.66,11.87,48%,0.30,1.03,30%,2.34,3.15,74%,2.08,3.14,5.22,5.04,2.71,0.41,2.72,3.39,13.97
Tony,Robertson,G,Regular Season,(1977-78),(1978-79),75,,"1,003",183,421,43%,---,---,---,43,62,69%,21,59,80,107,82,5,96,143,409,,---,---,13.37,2.44,5.61,43%,---,---,---,0.57,0.83,69%,0.28,0.79,1.07,1.43,1.09,0.07,1.28,1.91,5.45
Oscar,Robertson,G-F,Regular Season,(1960-61),(1973-74),"1,040",,"43,886","9,508","19,620",48%,---,---,---,"7,694","9,185",84%,71,208,"7,804","9,887",77,4,---,"2,931","26,710",,---,---,42.20,9.14,18.87,48%,---,---,---,7.40,8.83,84%,0.07,0.20,7.50,9.51,0.07,0.00,---,2.82,25.68
Rick,Robey,C-F,Regular Season,(1978-79),(1985-86),493,46,"8,824","1,498","2,993",50%,1,8,13%,726,"1,117",65%,825,"1,476","2,301",611,220,90,771,"1,213","3,723",,---,---,17.90,3.04,6.07,50%,0.00,0.02,13%,1.47,2.27,65%,1.67,2.99,4.67,1.24,0.45,0.18,1.56,2.46,7.55
Glenn III,Robinson,F,Regular Season,(2014-15),(2019-20),281,103,"4,929",647,"1,410",46%,177,474,37%,212,276,77%,193,537,730,218,145,55,144,258,"1,683",,---,---,17.54,2.30,5.02,46%,0.63,1.69,37%,0.75,0.98,77%,0.69,1.91,2.60,0.78,0.52,0.20,0.51,0.92,5.99
Mitchell,Robinson,C,Regular Season,(2018-19),(2019-20),127,26,"2,772",455,632,72%,0,0,,165,283,58%,363,488,851,73,104,280,72,411,"1,075",,---,---,21.83,3.58,4.98,72%,0.00,0.00,,1.30,2.23,58%,2.86,3.84,6.70,0.57,0.82,2.20,0.57,3.24,8.46
Duncan,Robinson,F,Regular Season,(2018-19),(2019-20),88,69,"2,327",341,733,47%,280,641,44%,71,78,91%,12,239,251,107,40,19,74,204,"1,033",,---,---,26.44,3.88,8.33,47%,3.18,7.28,44%,0.81,0.89,91%,0.14,2.72,2.85,1.22,0.45,0.22,0.84,2.32,11.74
Jerome,Robinson,G,Regular Season,(2018-19),(2019-20),96,6,"1,299",159,420,38%,67,210,32%,46,66,70%,16,154,170,106,39,20,62,158,431,,---,---,13.53,1.66,4.38,38%,0.70,2.19,32%,0.48,0.69,70%,0.17,1.60,1.77,1.10,0.41,0.21,0.65,1.65,4.49
Justin,Robinson,G,Regular Season,(2019-20),(2019-20),9,0,49,5,12,42%,3,5,60%,0,0,,1,4,5,7,0,1,3,2,13,,---,---,5.44,0.56,1.33,42%,0.33,0.56,60%,0.00,0.00,,0.11,0.44,0.56,0.78,0.00,0.11,0.33,0.22,1.44
Devin,Robinson,F,Regular Season,(2017-18),(2018-19),8,0,108,20,35,57%,0,2,0%,9,14,64%,8,17,25,6,5,6,2,13,49,,---,---,13.50,2.50,4.38,57%,0.00,0.25,0%,0.00,0.00,,1.00,2.13,3.13,0.75,0.63,0.75,0.25,1.63,6.13
Thomas,Robinson,F,Regular Season,(2012-13),(2016-17),313,12,"4,203",640,"1,361",47%,0,6,0%,248,491,51%,542,965,"1,507",190,161,111,319,546,"1,528",,---,---,13.43,2.04,4.35,47%,0.00,0.02,0%,0.79,1.57,51%,1.73,3.08,4.81,0.61,0.51,0.35,1.02,1.74,4.88
Nate,Robinson,G,Regular Season,(2005-06),(2015-16),618,107,"13,878","2,458","5,811",42%,811,"2,255",36%,"1,080","1,357",80%,385,"1,061","1,446","1,826",543,42,876,"1,482","6,807",,---,---,22.46,3.98,9.40,42%,1.31,3.65,36%,1.75,2.20,80%,0.62,1.72,2.34,2.95,0.88,0.07,1.42,2.40,11.01
Clifford,Robinson,F-C,Regular Season,(1989-90),(2006-07),"1,380",844,"42,561","7,389","16,875",44%,"1,253","3,515",36%,"3,560","5,165",69%,"1,852","4,454","6,306","3,094","1,402","1,390","2,502","4,175","19,591",,---,---,30.84,5.35,12.23,44%,0.91,2.55,36%,2.58,3.74,69%,1.34,3.23,4.57,2.24,1.02,1.01,1.81,3.03,14.20
Bernard,Robinson,G-F,Regular Season,(2004-05),(2006-07),128,19,"1,909",212,508,42%,5,31,16%,147,187,79%,86,229,315,126,109,16,110,215,576,,---,---,14.91,1.66,3.97,42%,0.04,0.24,16%,1.15,1.46,79%,0.67,1.79,2.46,0.98,0.85,0.13,0.86,1.68,4.50
Glenn,Robinson,F,Regular Season,(1994-95),(2004-05),688,668,"25,346","5,571","12,129",46%,620,"1,823",34%,"2,472","3,016",82%,"1,027","3,162","4,189","1,879",826,389,"2,147","1,847","14,234",,---,---,36.84,8.10,17.63,46%,0.90,2.65,34%,3.59,4.38,82%,1.49,4.60,6.09,2.73,1.20,0.57,3.12,2.68,20.69
Eddie,Robinson,G-F,Regular Season,(1999-00),(2003-04),278,48,"5,345",852,"1,681",51%,8,32,25%,226,306,74%,241,523,764,252,216,91,215,345,"1,938",,---,---,19.23,3.06,6.05,51%,0.03,0.12,25%,0.81,1.10,74%,0.87,1.88,2.75,0.91,0.78,0.33,0.77,1.24,6.97
David,Robinson,C,Regular Season,(1989-90),(2002-03),987,985,"34,271","7,365","14,221",52%,25,100,25%,"6,035","8,201",74%,"3,083","7,414","10,497","2,441","1,388","2,954","2,417","2,835","20,790",,---,---,34.72,7.46,14.41,52%,0.03,0.10,25%,6.11,8.31,74%,3.12,7.51,10.64,2.47,1.41,2.99,2.45,2.87,21.06
Larry,Robinson,F-G,Regular Season,(1990-91),(2001-02),89,11,"1,202",153,398,38%,50,134,37%,44,66,67%,61,106,167,82,56,4,66,107,400,,---,---,13.51,1.72,4.47,38%,0.56,1.51,37%,0.49,0.74,67%,0.69,1.19,1.88,0.92,0.63,0.04,0.74,1.20,4.49
James,Robinson,G,Regular Season,(1993-94),(2000-01),381,51,"6,935","1,050","2,662",39%,400,"1,151",35%,382,574,67%,199,461,660,715,205,71,504,648,"2,882",,---,---,18.20,2.76,6.99,39%,1.05,3.02,35%,1.00,1.51,67%,0.52,1.21,1.73,1.88,0.54,0.19,1.32,1.70,7.56
Jamal,Robinson,F,Regular Season,(2000-01),(2000-01),6,0,72,3,22,14%,0,2,0%,0,0,,3,8,11,2,6,0,3,7,6,,---,---,12.00,0.50,3.67,14%,0.00,0.33,0%,0.00,0.00,,0.50,1.33,1.83,0.33,1.00,0.00,0.50,1.17,1.00
Chris,Robinson,G,Regular Season,(1996-97),(1997-98),76,6,"1,095",134,356,38%,58,155,37%,24,42,57%,32,85,117,104,47,13,67,135,350,,---,---,14.41,1.76,4.68,38%,0.76,2.04,37%,0.32,0.55,57%,0.42,1.12,1.54,1.37,0.62,0.17,0.88,1.78,4.61
Rumeal,Robinson,G,Regular Season,(1990-91),(1996-97),336,125,"6,098","1,014","2,345",43%,112,326,34%,406,665,61%,164,442,606,"1,179",301,54,580,599,"2,546",,---,---,18.15,3.02,6.98,43%,0.33,0.97,34%,1.21,1.98,61%,0.49,1.32,1.80,3.51,0.90,0.16,1.73,1.78,7.58
Cliff,Robinson,F,Regular Season,(1979-80),(1991-92),629,413,"19,284","4,493","9,596",47%,7,38,18%,"1,830","2,533",72%,"1,363","3,874","5,237","1,249",655,441,"1,571","1,870","10,823",,---,---,30.66,7.14,15.26,47%,0.01,0.06,18%,2.91,4.03,72%,2.17,6.16,8.33,1.99,1.04,0.70,2.50,2.97,17.21
Truck,Robinson,F-C,Regular Season,(1974-75),(1984-85),772,212,"25,141","4,816","9,971",48%,1,1,100%,"2,355","3,556",66%,"1,985","5,282","7,267","1,348",533,510,"1,592","2,253","11,988",,---,---,32.57,6.24,12.92,48%,0.00,0.00,100%,3.05,4.61,66%,2.57,6.84,9.41,1.75,0.69,0.66,2.06,2.92,15.53
Oliver,Robinson,G,Regular Season,(1982-83),(1982-83),35,0,147,35,97,36%,1,11,9%,30,45,67%,6,11,17,21,4,2,13,18,101,,---,---,4.20,1.00,2.77,36%,0.03,0.31,9%,0.86,1.29,67%,0.17,0.31,0.49,0.60,0.11,0.06,0.37,0.51,2.89
Jackie,Robinson,F,Regular Season,(1978-79),(1981-82),22,0,185,31,67,46%,0,1,0%,21,30,70%,15,12,27,13,8,4,14,18,83,,---,---,8.41,1.41,3.05,46%,0.00,0.05,0%,0.95,1.36,70%,0.68,0.55,1.23,0.59,0.36,0.18,0.64,0.82,3.77
Wayne,Robinson,F,Regular Season,(1980-81),(1980-81),81,,"1,592",234,509,46%,0,6,0%,175,240,73%,117,177,294,112,46,24,149,186,643,,---,---,19.65,2.89,6.28,46%,0.00,0.07,0%,2.16,2.96,73%,1.44,2.19,3.63,1.38,0.57,0.30,1.84,2.30,7.94
Flynn,Robinson,G,Regular Season,(1966-67),(1972-73),494,,"11,569","2,775","6,082",46%,---,---,---,"1,597","1,881",85%,---,---,"1,294","1,516",---,---,---,"1,267","7,147",,---,---,23.42,5.62,12.31,46%,---,---,---,3.23,3.81,85%,---,---,2.62,3.07,---,---,---,2.56,14.47
Bill,Robinzine,F,Regular Season,(1975-76),(1981-82),529,9,"11,432","2,185","4,533",48%,2,8,25%,"1,169","1,561",75%,"1,091","2,118","3,209",560,563,84,769,"1,963","5,541",,---,---,21.61,4.13,8.57,48%,0.00,0.02,25%,2.21,2.95,75%,2.06,4.00,6.07,1.06,1.06,0.16,1.45,3.71,10.47
Dave,Robisch,C-F,Regular Season,(1976-77),(1983-84),508,0,"10,556","1,694","3,710",46%,0,4,0%,"1,038","1,275",81%,798,"1,822","2,620",813,220,193,415,917,"4,426",,---,---,20.78,3.33,7.30,46%,0.00,0.01,0%,2.04,2.51,81%,1.57,3.59,5.16,1.60,0.43,0.38,0.82,1.81,8.71
Isaiah,Roby,F,Regular Season,(2019-20),(2019-20),3,0,11,0,1,0%,0,0,,0,0,,0,2,2,0,0,0,1,1,0,,---,---,3.67,0.00,0.33,0%,0.00,0.00,,0.00,0.00,,0.00,0.67,0.67,0.00,0.00,0.00,0.33,0.33,0.00
Red,Rocha,C-F,Regular Season,(1947-48),(1956-57),586,---,"10,507","2,276","6,158",37%,---,---,---,"1,810","2,385",76%,---,---,"2,747","1,153",---,---,---,"2,113","6,362",,---,---,17.93,3.88,10.51,37%,---,---,---,3.09,4.07,76%,---,---,4.69,1.97,---,---,---,3.61,10.86
John,Roche,G,Regular Season,(1975-76),(1981-82),162,2,"3,450",507,"1,084",47%,81,208,39%,263,321,82%,33,145,178,640,114,22,240,230,"1,358",,---,---,21.30,3.13,6.69,47%,0.50,1.28,39%,1.62,1.98,82%,0.20,0.90,1.10,3.95,0.70,0.14,1.48,1.42,8.38
Gene,Rock,G,Regular Season,(1947-48),(1947-48),11,---,---,4,18,22%,---,---,---,2,4,50%,---,---,---,0,---,---,---,8,10,,---,---,---,0.36,1.64,22%,---,---,---,0.18,0.36,50%,---,---,---,0.00,---,---,---,0.73,0.91
Jack,Rocker,C-F,Regular Season,(1947-48),(1947-48),9,---,---,8,22,36%,---,---,---,1,1,100%,---,---,---,3,---,---,---,2,17,,---,---,---,0.89,2.44,36%,---,---,---,0.11,0.11,100%,---,---,---,0.33,---,---,---,0.22,1.89
Guy,Rodgers,G,Regular Season,(1958-59),(1969-70),892,---,"28,663","4,125","10,908",38%,---,---,---,"2,165","3,003",72%,---,---,"3,791","6,917",---,---,---,"2,630","10,415",,---,---,32.13,4.62,12.23,38%,---,---,---,2.43,3.37,72%,---,---,4.25,7.75,---,---,---,2.95,11.68
Dennis,Rodman,F,Regular Season,(1986-87),(1999-00),911,573,"28,839","2,766","5,310",52%,82,355,23%,"1,069","1,832",58%,"4,329","7,625","11,954","1,600",611,531,"1,484","2,843","6,683",,---,---,31.66,3.04,5.83,52%,0.09,0.39,23%,1.17,2.01,58%,4.75,8.37,13.12,1.76,0.67,0.58,1.63,3.12,7.34
Sergio,Rodriguez,G,Regular Season,(2006-07),(2016-17),353,52,"5,281",676,"1,651",41%,202,600,34%,193,261,74%,121,404,525,"1,183",211,13,491,441,"1,747",,---,---,14.96,1.92,4.68,41%,0.57,1.70,34%,0.55,0.74,74%,0.34,1.14,1.49,3.35,0.60,0.04,1.39,1.25,4.95
Lou,Roe,F,Regular Season,(1995-96),(1996-97),66,2,479,46,138,33%,5,20,25%,33,51,65%,37,55,92,21,13,9,28,52,130,,---,---,7.26,0.70,2.09,33%,0.08,0.30,25%,0.50,0.77,65%,0.56,0.83,1.39,0.32,0.20,0.14,0.42,0.79,1.97
Rodney,Rogers,F,Regular Season,(1993-94),(2004-05),866,347,"21,873","3,608","7,994",45%,690,"1,986",35%,"1,562","2,264",69%,"1,275","2,606","3,881","1,722",868,451,"1,631","2,678","9,468",,---,---,25.26,4.17,9.23,45%,0.80,2.29,35%,1.80,2.61,69%,1.47,3.01,4.48,1.99,1.00,0.52,1.88,3.09,10.93
Carlos,Rogers,C-F,Regular Season,(1994-95),(2001-02),298,55,"5,654",888,"1,658",54%,32,124,26%,388,690,56%,503,769,"1,272",182,128,235,297,515,"2,196",,---,---,18.97,2.98,5.56,54%,0.11,0.42,26%,1.30,2.32,56%,1.69,2.58,4.27,0.61,0.43,0.79,1.00,1.73,7.37
Roy,Rogers,F,Regular Season,(1996-97),(1999-00),137,50,"2,309",288,596,48%,1,2,50%,75,141,53%,180,303,483,57,26,209,101,268,652,,---,---,16.85,2.10,4.35,48%,0.01,0.01,50%,0.55,1.03,53%,1.31,2.21,3.53,0.42,0.19,1.53,0.74,1.96,4.76
Johnny,Rogers,F-C,Regular Season,(1986-87),(1987-88),69,15,636,116,246,47%,0,7,0%,19,28,68%,38,66,104,29,13,11,30,89,251,,---,---,9.22,1.68,3.57,47%,0.00,0.10,0%,0.28,0.41,68%,0.55,0.96,1.51,0.42,0.19,0.16,0.43,1.29,3.64
Marshall,Rogers,G,Regular Season,(1976-77),(1976-77),26,,176,43,116,37%,---,---,---,14,15,93%,6,5,11,10,8,3,---,33,100,,---,---,6.77,1.65,4.46,37%,---,---,---,0.54,0.58,93%,0.23,0.19,0.42,0.38,0.31,0.12,---,1.27,3.85
Al,Roges,G-F,Regular Season,(1953-54),(1954-55),84,---,"2,138",243,675,36%,---,---,---,145,203,71%,---,---,237,179,---,---,---,197,631,,---,---,25.45,2.89,8.04,36%,---,---,---,1.73,2.42,71%,---,---,2.82,2.13,---,---,---,2.35,7.51
Ken,Rohloff,G,Regular Season,(1963-64),(1963-64),2,---,7,0,1,0%,---,---,---,0,0,,---,---,0,1,---,---,---,4,0,,---,---,3.50,0.00,0.50,0%,---,---,---,0.00,0.00,,---,---,0.00,0.50,---,---,---,2.00,0.00
Tree,Rollins,C,Regular Season,(1977-78),(1994-95),"1,156",463,"24,028","2,592","4,963",52%,0,7,0%,"1,065","1,522",70%,"2,148","4,602","6,750",660,512,"2,542","1,057","3,377","6,249",,---,---,20.79,2.24,4.29,52%,0.00,0.01,0%,0.92,1.32,70%,1.86,3.98,5.84,0.57,0.44,2.20,0.91,2.92,5.41
Phil,Rollins,G,Regular Season,(1958-59),(1960-61),177,---,"2,742",350,910,38%,---,---,---,198,305,65%,---,---,395,458,---,---,---,320,898,,---,---,15.49,1.98,5.14,38%,---,---,---,1.12,1.72,65%,---,---,2.23,2.59,---,---,---,1.81,5.07
Kenny,Rollins,G,Regular Season,(1948-49),(1952-53),168,---,426,326,"1,056",31%,---,---,---,165,220,75%,---,---,45,344,---,---,---,342,817,,---,---,2.54,1.94,6.29,31%,---,---,---,0.98,1.31,75%,---,---,0.27,2.05,---,---,---,2.04,4.86
Lorenzo,Romar,G,Regular Season,(1980-81),(1984-85),291,84,"5,188",720,"1,553",46%,19,90,21%,272,363,75%,66,319,385,"1,022",244,29,350,393,"1,731",,---,---,17.83,2.47,5.34,46%,0.07,0.31,21%,0.93,1.25,75%,0.23,1.10,1.32,3.51,0.84,0.10,1.20,1.35,5.95
Rajon,Rondo,G,Regular Season,(2006-07),(2019-20),873,729,"27,103","3,723","8,125",46%,382,"1,207",32%,"1,081","1,783",61%,877,"3,254","4,131","7,215","1,451",115,"2,438","1,888","8,909",,---,---,31.05,4.26,9.31,46%,0.44,1.38,32%,1.24,2.04,61%,1.00,3.73,4.73,8.26,1.66,0.13,2.79,2.16,10.21
Sean,Rooks,C,Regular Season,(1992-93),(2003-04),749,230,"13,560","1,710","3,725",46%,2,22,9%,"1,254","1,795",70%,943,"1,934","2,877",631,255,499,804,"1,657","4,676",,---,---,18.10,2.28,4.97,46%,0.00,0.03,9%,1.67,2.40,70%,1.26,2.58,3.84,0.84,0.34,0.67,1.07,2.21,6.24
Derrick,Rose,G,Regular Season,(2008-09),(2019-20),596,504,"19,402","4,375","9,589",46%,469,"1,541",30%,"1,966","2,378",83%,497,"1,534","2,031","3,334",450,204,"1,576",777,"11,185",,---,---,32.55,7.34,16.09,46%,0.79,2.59,30%,3.30,3.99,83%,0.83,2.57,3.41,5.59,0.76,0.34,2.64,1.30,18.77
Malik,Rose,F,Regular Season,(1996-97),(2008-09),813,85,"13,404","1,792","4,104",44%,14,79,18%,"1,405","1,892",74%,"1,166","2,205","3,371",684,487,293,"1,059","1,896","5,003",,---,---,16.49,2.20,5.05,44%,0.02,0.10,18%,1.73,2.33,74%,1.43,2.71,4.15,0.84,0.60,0.36,1.30,2.33,6.15
Jalen,Rose,G-F,Regular Season,(1994-95),(2006-07),923,572,"27,925","4,852","10,945",44%,746,"2,102",35%,"2,770","3,457",80%,491,"2,702","3,193","3,527",729,315,"2,102","2,408","13,220",,---,---,30.25,5.26,11.86,44%,0.81,2.28,35%,3.00,3.75,80%,0.53,2.93,3.46,3.82,0.79,0.34,2.28,2.61,14.32
Rob,Rose,G,Regular Season,(1988-89),(1988-89),2,0,3,0,1,0%,0,0,,0,0,,1,1,2,0,0,0,0,0,0,,---,---,1.50,0.00,0.50,0%,0.00,0.00,,0.00,0.00,,0.50,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Petey,Rosenberg,G,Regular Season,(1946-47),(1946-47),51,---,---,60,287,21%,---,---,---,30,49,61%,---,---,---,27,---,---,---,64,150,,---,---,---,1.18,5.63,21%,---,---,---,0.59,0.96,61%,---,---,---,0.53,---,---,---,1.25,2.94
Lennie,Rosenbluth,F,Regular Season,(1957-58),(1958-59),82,---,578,134,410,33%,---,---,---,74,113,65%,---,---,145,29,---,---,---,59,342,,---,---,7.05,1.63,5.00,33%,---,---,---,0.90,1.38,65%,---,---,1.77,0.35,---,---,---,0.72,4.17
Hank,Rosenstein,F,Regular Season,(1946-47),(1946-47),60,---,---,119,390,31%,---,---,---,144,225,64%,---,---,---,36,---,---,---,172,382,,---,---,---,1.98,6.50,31%,---,---,---,2.40,3.75,64%,---,---,---,0.60,---,---,---,2.87,6.37
Dick,Rosenthal,F-G,Regular Season,(1954-55),(1956-57),85,---,"1,594",218,602,36%,---,---,---,139,198,70%,---,---,352,170,---,---,---,201,575,,---,---,18.75,2.56,7.08,36%,---,---,---,1.64,2.33,70%,---,---,4.14,2.00,---,---,---,2.36,6.76
Terrence,Ross,G,Regular Season,(2012-13),(2019-20),561,176,"13,831","2,266","5,397",42%,"1,068","2,887",37%,579,699,83%,199,"1,390","1,589",617,477,188,508,977,"6,179",,---,---,24.65,4.04,9.62,42%,1.90,5.15,37%,1.03,1.25,83%,0.35,2.48,2.83,1.10,0.85,0.34,0.91,1.74,11.01
Quinton,Ross,G,Regular Season,(2004-05),(2010-11),458,169,"8,458",764,"1,824",42%,49,154,32%,286,402,71%,267,680,947,431,263,129,217,854,"1,863",,---,---,18.47,1.67,3.98,42%,0.11,0.34,32%,0.62,0.88,71%,0.58,1.48,2.07,0.94,0.57,0.28,0.47,1.86,4.07
Scott,Roth,F,Regular Season,(1987-88),(1989-90),160,6,"1,798",248,661,38%,23,79,29%,232,318,73%,61,143,204,186,87,11,136,250,751,,---,---,11.24,1.55,4.13,38%,0.14,0.49,29%,1.45,1.99,73%,0.38,0.89,1.28,1.16,0.54,0.07,0.85,1.56,4.69
Doug,Roth,C,Regular Season,(1989-90),(1989-90),42,0,412,37,86,43%,0,1,0%,7,14,50%,44,76,120,20,8,13,16,70,81,,---,---,9.81,0.88,2.05,43%,0.00,0.02,0%,0.17,0.33,50%,1.05,1.81,2.86,0.48,0.19,0.31,0.38,1.67,1.93
Irv,Rothenberg,C,Regular Season,(1946-47),(1948-49),131,---,---,240,898,27%,---,---,---,229,378,61%,---,---,---,90,---,---,---,351,709,,---,---,---,1.83,6.85,27%,---,---,---,1.75,2.89,61%,---,---,---,0.69,---,---,---,2.68,5.41
Mickey,Rottner,G,Regular Season,(1946-47),(1947-48),100,---,---,243,839,29%,---,---,---,54,113,48%,---,---,---,139,---,---,---,158,540,,---,---,---,2.43,8.39,29%,---,---,---,0.54,1.13,48%,---,---,---,1.39,---,---,---,1.58,5.40
Dan,Roundfield,F-C,Regular Season,(1976-77),(1986-87),746,270,"23,443","4,289","8,852",48%,7,61,11%,"2,733","3,702",74%,"2,445","4,798","7,243","1,620",664,"1,117","1,806","2,561","11,318",,---,---,31.42,5.75,11.87,48%,0.01,0.08,11%,3.66,4.96,74%,3.28,6.43,9.71,2.17,0.89,1.50,2.42,3.43,15.17
Giff,Roux,F-C,Regular Season,(1946-47),(1948-49),151,---,---,239,854,28%,---,---,---,139,272,51%,---,---,---,49,---,---,---,185,617,,---,---,---,1.58,5.66,28%,---,---,---,0.92,1.80,51%,---,---,---,0.32,---,---,---,1.23,4.09
Ron,Rowan,G,Regular Season,(1986-87),(1986-87),7,0,16,4,9,44%,1,1,100%,3,4,75%,1,0,1,1,4,0,3,1,12,,---,---,2.29,0.57,1.29,44%,0.14,0.14,100%,0.43,0.57,75%,0.14,0.00,0.14,0.14,0.57,0.00,0.43,0.14,1.71
